etid,country,fine,controller_processor,article,violation_type,sector,summary,decision_date_imputed,decision_year,fine_cat,fine_cat2,mapping_key,country_label,violation_type_label,sector_label
ETid-927,LITHUANIA,110000.0,Uab Prime Leasing,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The Lithuanian DPA has fined UAB Prime Leasing, the operator of the short-term car rental platform CityBee, EUR 110,000. The DPA conducted the investigation on its own initiative after information about a possible personal data breach (Art. 33 GDPR) of the company's customers became public in February 2021. According to the company, they learned about the security breach from another cybersecurity service provider who informed them that the customer data of 110,302 CityBee users had been published on the website of the hacking forum RaidForums.com. This included data such as names, addresses, phone numbers, email addresses, personal identification numbers, driver's license numbers, type of payment card and the last four digits of the card number of the data subjects. 

The DPA's investigation revealed that the published data originated from an unsecured backup copy of a database. 

The DPA found that the data breach occurred due to the company's failure to comply with its obligation to implement technical and organizational measures to ensure a level of security appropriate to the risk to data subjects. 

The company had, for example, failed to appoint a person with appropriate competence to be responsible for security and risk management.  It had also failed to ensure that accesses to database files were logged and evaluated. 
In addition, the company had stored the database unencrypted, so that a person with technical knowledge could have had full access to the data in the file after downloading it. The personal codes in the database were furthermore stored unprotected and the passwords in the database were only encrypted with an encryption algorithm that was considered insecure.",No,2021,110000.0,8.0,LITHUANIA-2021,19,7,5
ETid-926,SPAIN,5000.0,Asociación Española Para La Enseñanza Online,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,Public Sector and Education,"The Spanish DPA (AEPD) has fined ASOCIACIÓN ESPAÑOLA PARA LA ENSEÑANZA ONLINE in the amount of EUR 5,000. A data subject had indicated that he had objected to further newsletter subscription and had requested the controller to delete all of his data. However, he continued to receive advertisements from the data controller.",No,2021,5000.0,3.0,SPAIN-2021,27,3,7
ETid-925,SPAIN,20000.0,"Daviser Servicios, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Transportation and Energy,"The Spanish DPA (AEPD) has imposed a fine of EUR 20,000 on DAVISER SERVICIOS, S.L.. The company had been processing biometric data (fingerprints) of employees for access to certain rooms, although less intrusive means (such as key cards) could have been used to protect the privacy of the data subjects. The AEPD found that the controller had violated the principle of data minimization.",No,2021,20000.0,5.0,SPAIN-2021,27,8,9
ETid-924,SPAIN,5000.0,Asociación Española Para La Enseñanza Online,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,Public Sector and Education,"The Spanish DPA (AEPD) has fined ASOCIACIÓN ESPAÑOLA PARA LA ENSEÑANZA ONLINE in the amount of EUR 5,000. A data subject had indicated that he had objected to further newsletter subscription and had requested the controller to delete all of his data. However, he continued to receive advertisements from the data controller.",No,2021,5000.0,3.0,SPAIN-2021,27,3,7
ETid-923,SPAIN,1500.0,Neighborhood Community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Real Estate,"The Spanish DPA (AEPD) fined a neighborhood community.
The controller had installed video cameras on their private property in such a way that they could capture images of the public space and the neighbor's private property. The AEPD considered this to be a violation of the principle of data minimization.",No,2021,1500.0,1.0,SPAIN-2021,27,8,8
ETid-922,SPAIN,1000.0,Restaurant Owner,Art. 13 GDPR,Insufficient fulfilment of information obligations,Accomodation and Hospitalty,"The Spanish DPA (AEPD) has fined a restaurant owner EUR 1,000 for failing to provide information signs about CCTV surveillance in the establishment.",No,2021,1000.0,0.0,SPAIN-2021,27,4,0
ETid-921,SPAIN,4000.0,"Tigers Market, S.L.","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD",Insufficient fulfilment of data subjects rights,Industry and Commerce,"The Spanish DPA (AEPD) imposed a fine of EUR 4,000 on TIGERS MARKET, S.L.. The data subject had received advertising calls from the controller, although the data subject was registered in the Robinson advertising exclusion list.",No,2021,4000.0,3.0,SPAIN-2021,27,3,5
ETid-920,LUXEMBOURG,15400.0,Unknown,"Art. 38 (1), (3) GDPR, Art. 39 (1) a), b) GDPR",Insufficient involvement of data protection officer,Unknown,"The Luxembourg DPA has imposed a fine of EUR 15,400 on a company. According to the DPA, the controller failed to involve the data protection officer in all matters related to the protection of personal data. In addition, contrary to the requirements of the GDPR, the data protection officer did not report directly to the highest management level; instead, there were two levels of hierarchy in between. 
Also, the controller did not have a data protection control plan in place to demonstrate that the data protection officer was performing their duties appropriately.",No,2021,15400.0,5.0,LUXEMBOURG-2021,20,5,10
ETid-919,GREECE,20000.0,Καπα Λαμδα Ωμεγα Διαφημιστικη Εμπορικη Μονοπροσωπη Εταιρεια Περιορισμενης Ευθυνης,"Art. 6 GDPR, Art. 12 (2) GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The Hellenic DPA has fined ΚΑΠΑ ΛΑΜΔΑ ΩΜΕΓΑ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ EUR 20,000. The company had in several cases carried out marketing calls without the consent of the data subjects. Despite several revocations by the data subjects, they continued to receive unsolicited advertising.",No,2021,20000.0,5.0,GREECE-2021,11,6,5
ETid-918,SPAIN,9000.0,Unión Financiera Asturiana S.A. E.F.C.,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"Finance, Insurance and Consulting","The Spanish DPA (AEPD) fined UNIÓN FINANCIERA ASTURIANA S.A. E.F.C.. The controller had carried out a credit check on the data subject without any contractual basis for doing so. The original fine of EUR 15,000 was reduced to EUR 9,000 due to voluntary payment and admission of guilt.",No,2021,9000.0,4.0,SPAIN-2021,27,6,2
ETid-917,ICELAND,27200.0,Yay Ehf.,"Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,Industry and Commerce,"The Icelandic Data Protection Authority has imposed a fine of EUR 51,000 on the Ministry of Industry and Innovation and a fine of EUR 27,200 on YAY ehf. 

The fine is related to a campaign by the ministry to encourage Icelanders to travel domestically in the summer of 2020. This involved a digital gift voucher that could be obtained through the app of the company YAY ehf.  
The DPA received a number of complaints regarding the fact that the use of the travel gift required extensive personal information and access to users' phones. As a result, the DPA launched investigations against the ministry and the company. 
The DPA found that the ministry had violated the principle of legality and transparency.
Participating individuals were only required to agree to the General Terms of Use of the YAY app in order to participate in the voucher promotion. However, the DPA found that by doing so, the data subjects had not expressly consented to the processing of their personal data carried out as part of the promotion. 
The DPA also found that the information provided about the actual processing of personal data was insufficient. 
Moreover, neither the ministry nor YAY ehf. had implemented appropriate technical and organizational measures to ensure the security of the processing of personal data. 
Also, due to a configuration error on the part of YAY, more data than necessary was processed, which is why the DPA found a violation of the principle of data minimization.",No,2021,27200.0,6.0,ICELAND-2021,13,8,5
ETid-916,ICELAND,51000.0,Icelandic Ministry Of Industry And Innovation,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,Public Sector and Education,"The Icelandic Data Protection Authority has imposed a fine of EUR 51,000 on the Ministry of Industry and Innovation and a fine of EUR 27,200 on YAY ehf. 

The fine is related to a campaign by the ministry to encourage Icelanders to travel domestically in the summer of 2020. This involved a digital gift voucher that could be obtained through the app of the company YAY ehf.  
The DPA received a number of complaints regarding the fact that the use of the travel gift required extensive personal information and access to users' phones. As a result, the DPA launched investigations against the ministry and the company. 
The DPA found that the ministry had violated the principle of legality and transparency.
Participating individuals were only required to agree to the General Terms of Use of the YAY app in order to participate in the voucher promotion. However, the DPA found that by doing so, the data subjects had not expressly consented to the processing of their personal data carried out as part of the promotion. 
The DPA also found that the information provided about the actual processing of personal data was insufficient. 
Moreover, neither the ministry nor YAY ehf. had implemented appropriate technical and organizational measures to ensure the security of the processing of personal data. 
Also, due to a configuration error on the part of YAY, more data than necessary was processed, which is why the DPA found a violation of the principle of data minimization.",No,2021,51000.0,7.0,ICELAND-2021,13,8,7
ETid-915,ROMANIA,2000.0,Valoris Center S.R.L.,"Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The Romanian DPA (ANSPDCP) has imposed a fine of EUR 2,000 on Valoris Center S.R.L.. The controller notified the DPA of a data breach pursuant to Art. 33 GDPR. A call center employee of the controller had accidentally sent a customer an Excel file containing data from other customers of the controller. In the course of the investigation, it was determined that this breach resulted in the unauthorized disclosure of or access to personal data such as email address, username, user ID, phone number, customer name, customer code, customer PIN, with a total of 11169 natural persons affected by the incident. The DPA found that the controller had failed to implement technical and organizational measures to ensure a level of security appropriate to the risk to data subjects.",No,2021,2000.0,1.0,ROMANIA-2021,25,7,5
